YMR056C	AAC1	G3DSA:1.50.40.10	Mitochondrial carrier domain	14	309	GENE3D	2126974
YMR056C	AAC1	PF00153	Mitochondrial carrier protein	10	106	Pfam	2129893
YMR056C	AAC1	PF00153	Mitochondrial carrier protein	116	210	Pfam	2129894
YMR056C	AAC1	PF00153	Mitochondrial carrier protein	217	304	Pfam	2129895
YMR056C	AAC1	PR00926	Mitochondrial carrier protein signature	16	29	PRINTS	2129896
YMR056C	AAC1	PR00926	Mitochondrial carrier protein signature	29	43	PRINTS	2129897
YMR056C	AAC1	PR00926	Mitochondrial carrier protein signature	79	99	PRINTS	2129898
YMR056C	AAC1	PR00926	Mitochondrial carrier protein signature	131	149	PRINTS	2129899
YMR056C	AAC1	PR00926	Mitochondrial carrier protein signature	181	199	PRINTS	2129900
YMR056C	AAC1	PR00926	Mitochondrial carrier protein signature	225	247	PRINTS	2129901
YMR056C	AAC1	PR00927	Adenine nucleotide translocator signature	13	25	PRINTS	2129902
YMR056C	AAC1	PR00927	Adenine nucleotide translocator signature	57	78	PRINTS	2129903
YMR056C	AAC1	PR00927	Adenine nucleotide translocator signature	90	102	PRINTS	2129904
YMR056C	AAC1	PR00927	Adenine nucleotide translocator signature	116	129	PRINTS	2129905
YMR056C	AAC1	PR00927	Adenine nucleotide translocator signature	221	237	PRINTS	2129906
YMR056C	AAC1	PS50920	Solute carrier (Solcar) repeat profile.	11	104	PROSITE	2129907
YMR056C	AAC1	PS50920	Solute carrier (Solcar) repeat profile.	116	208	PROSITE	2129908
YMR056C	AAC1	PS50920	Solute carrier (Solcar) repeat profile.	216	302	PROSITE	2129909
YMR056C	AAC1	PTHR45635	ADP,ATP CARRIER PROTEIN 1-RELATED-RELATED	7	308	PANTHER	2119758
YMR056C	AAC1	PTHR45635:SF18	ADP,ATP CARRIER PROTEIN 1, MITOCHONDRIAL-RELATED	7	308	PANTHER	2119759
YMR056C	AAC1	SSF103506	Mitochondrial carrier	12	299	SUPERFAMILY	2129910
YBR085W	AAC3	G3DSA:1.50.40.10	Mitochondrial carrier domain	4	307	GENE3D	2110518
YBR085W	AAC3	PF00153	Mitochondrial carrier protein	9	105	Pfam	2133668
YBR085W	AAC3	PF00153	Mitochondrial carrier protein	115	208	Pfam	2133669
YBR085W	AAC3	PF00153	Mitochondrial carrier protein	215	303	Pfam	2133670
YBR085W	AAC3	PR00926	Mitochondrial carrier protein signature	15	28	PRINTS	2133671
YBR085W	AAC3	PR00926	Mitochondrial carrier protein signature	28	42	PRINTS	2133672
YBR085W	AAC3	PR00926	Mitochondrial carrier protein signature	78	98	PRINTS	2133673
YBR085W	AAC3	PR00926	Mitochondrial carrier protein signature	129	147	PRINTS	2133674
YBR085W	AAC3	PR00926	Mitochondrial carrier protein signature	179	197	PRINTS	2133675
YBR085W	AAC3	PR00926	Mitochondrial carrier protein signature	223	245	PRINTS	2133676
YBR085W	AAC3	PR00927	Adenine nucleotide translocator signature	12	24	PRINTS	2133677
YBR085W	AAC3	PR00927	Adenine nucleotide translocator signature	56	77	PRINTS	2133678
YBR085W	AAC3	PR00927	Adenine nucleotide translocator signature	89	101	PRINTS	2133679
YBR085W	AAC3	PR00927	Adenine nucleotide translocator signature	114	127	PRINTS	2133680
YBR085W	AAC3	PR00927	Adenine nucleotide translocator signature	219	235	PRINTS	2133681
YBR085W	AAC3	PS50920	Solute carrier (Solcar) repeat profile.	10	103	PROSITE	2133682
YBR085W	AAC3	PS50920	Solute carrier (Solcar) repeat profile.	114	206	PROSITE	2133683
YBR085W	AAC3	PS50920	Solute carrier (Solcar) repeat profile.	214	300	PROSITE	2133684
YBR085W	AAC3	PTHR45635	ADP,ATP CARRIER PROTEIN 1-RELATED-RELATED	5	306	PANTHER	2110517
YBR085W	AAC3	PTHR45635:SF18	ADP,ATP CARRIER PROTEIN 1, MITOCHONDRIAL-RELATED	5	306	PANTHER	2110519
YBR085W	AAC3	SSF103506	Mitochondrial carrier	9	297	SUPERFAMILY	2133685
YJR155W	AAD10	G3DSA:3.20.20.100	NADP-dependent oxidoreductase domain superfamily	1	275	GENE3D	2125702
YJR155W	AAD10	PF00248	Aldo/keto reductase family	4	252	Pfam	2125703
YJR155W	AAD10	PTHR43364	NADH-SPECIFIC METHYLGLYOXAL REDUCTASE-RELATED	1	287	PANTHER	2146070
YJR155W	AAD10	PTHR43364:SF2	ARYL-ALCOHOL DEHYDROGENASE AAD10-RELATED	1	287	PANTHER	2146071
YJR155W	AAD10	SSF51430	NAD(P)-linked oxidoreductase	4	253	SUPERFAMILY	2146072
YNL331C	AAD14	G3DSA:3.20.20.100	NADP-dependent oxidoreductase domain superfamily	19	361	GENE3D	2127522
YNL331C	AAD14	PF00248	Aldo/keto reductase family	31	340	Pfam	2127523
YNL331C	AAD14	PTHR43364	NADH-SPECIFIC METHYLGLYOXAL REDUCTASE-RELATED	1	376	PANTHER	2120650
YNL331C	AAD14	PTHR43364:SF2	ARYL-ALCOHOL DEHYDROGENASE AAD10-RELATED	1	376	PANTHER	2120649
YNL331C	AAD14	SSF51430	NAD(P)-linked oxidoreductase	25	341	SUPERFAMILY	2144936
YOL165C	AAD15	G3DSA:3.20.20.100	NADP-dependent oxidoreductase domain superfamily	1	122	GENE3D	2127811
YOL165C	AAD15	PF00248	Aldo/keto reductase family	1	117	Pfam	2127807
YOL165C	AAD15	PTHR43364	NADH-SPECIFIC METHYLGLYOXAL REDUCTASE-RELATED	1	130	PANTHER	2127809
YOL165C	AAD15	PTHR43364:SF2	ARYL-ALCOHOL DEHYDROGENASE AAD10-RELATED	1	130	PANTHER	2127810
YOL165C	AAD15	SSF51430	NAD(P)-linked oxidoreductase	2	117	SUPERFAMILY	2127808
YCR107W	AAD3	G3DSA:3.20.20.100	NADP-dependent oxidoreductase domain superfamily	19	361	GENE3D	2123407
YCR107W	AAD3	PF00248	Aldo/keto reductase family	29	337	Pfam	2123406
YCR107W	AAD3	PTHR43364	NADH-SPECIFIC METHYLGLYOXAL REDUCTASE-RELATED	1	350	PANTHER	2111169
YCR107W	AAD3	PTHR43364:SF2	ARYL-ALCOHOL DEHYDROGENASE AAD10-RELATED	1	350	PANTHER	2111168
YCR107W	AAD3	SSF51430	NAD(P)-linked oxidoreductase	24	338	SUPERFAMILY	2135759
YDL243C	AAD4	G3DSA:3.20.20.100	NADP-dependent oxidoreductase domain superfamily	1	316	GENE3D	2111760
YDL243C	AAD4	PF00248	Aldo/keto reductase family	3	295	Pfam	2151835
YDL243C	AAD4	PTHR43364	NADH-SPECIFIC METHYLGLYOXAL REDUCTASE-RELATED	1	329	PANTHER	2111759
YDL243C	AAD4	PTHR43364:SF2	ARYL-ALCOHOL DEHYDROGENASE AAD10-RELATED	1	329	PANTHER	2111758
YDL243C	AAD4	SSF51430	NAD(P)-linked oxidoreductase	3	294	SUPERFAMILY	2151836
YNL141W	AAH1	G3DSA:3.20.20.140	-	2	346	GENE3D	2127310
YNL141W	AAH1	MF_01962	Adenine deaminase.	6	327	HAMAP	2148123
YNL141W	AAH1	PF00962	Adenosine deaminase	11	340	Pfam	2127311
YNL141W	AAH1	PS00485	Adenosine and AMP deaminase signature.	281	287	PROSITE	2148124
YNL141W	AAH1	PTHR43114	ADENINE DEAMINASE	4	346	PANTHER	2148125
YNL141W	AAH1	PTHR43114:SF2	ADENINE DEAMINASE	4	346	PANTHER	2119521
YNL141W	AAH1	SSF51556	Metallo-dependent hydrolases	4	341	SUPERFAMILY	2148126
YNL141W	AAH1	TIGR01430	aden_deam: adenosine deaminase	10	338	TIGRFAM	2148127
YHR047C	AAP1	G3DSA:1.10.390.10	Neutral Protease Domain 2	205	450	GENE3D	2125374
YHR047C	AAP1	G3DSA:1.25.50.20	-	534	853	GENE3D	2125373
YHR047C	AAP1	G3DSA:2.60.40.1730	tricorn interacting facor f3 domain	2	201	GENE3D	2125375
YHR047C	AAP1	G3DSA:2.60.40.1910	-	451	532	GENE3D	2115035
YHR047C	AAP1	PF01433	Peptidase family M1 domain	228	445	Pfam	2115033
YHR047C	AAP1	PF11838	ERAP1-like C-terminal domain	517	832	Pfam	2140099
YHR047C	AAP1	PF17900	Peptidase M1 N-terminal domain	12	194	Pfam	2115037
YHR047C	AAP1	PR00756	Membrane alanyl dipeptidase (M1) family signature	137	152	PRINTS	2140100
